transaction_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,payment_method,status,transaction_timestamp,city
T0025645,C03765,P021,Cricket Bat,Sports,5,4048,20240,UPI,SUCCESS,2026-08-22 17:32:13,Kolkata
T0025646,C02668,P024,Dumbbells,Sports,2,5125,10250,COD,FAILED,2026-08-22 15:02:31,Noida
T0025647,C04069,P004,Television,Electronics,3,30934,92802,CARD,SUCCESS,2026-08-22 20:27:45,Noida
T0025648,C03725,P015,Tea,Grocery,1,476,476,COD,FAILED,2026-08-22 07:36:41,Chennai
T0025649,C04091,P019,Bedsheet,Home,4,1619,6476,COD,SUCCESS,2026-08-22 08:13:41,Pune
T0025650,C03870,P023,Yoga Mat,Sports,5,777,3885,NETBANKING,SUCCESS,2026-08-22 01:33:50,Delhi
T0025651,C01062,P008,Jacket,Fashion,5,2756,13780,NETBANKING,SUCCESS,2026-08-22 08:39:40,Hyderabad
T0025652,C01651,P020,Cookware,Home,2,2492,4984,COD,SUCCESS,2026-08-22 09:03:42,Chennai
T0025653,C00911,P005,Smartwatch,Electronics,3,6195,18585,UPI,SUCCESS,2026-08-22 00:16:17,Delhi
T0025654,C03114,P001,Laptop,Electronics,1,52678,52678,NETBANKING,SUCCESS,2026-08-22 01:28:41,Bangalore
T0025655,C02948,P025,Running Shoes,Sports,3,3606,10818,UPI,SUCCESS,2026-08-22 14:54:38,Ahmedabad
T0025656,C01854,P008,Jacket,Fashion,2,2740,5480,NETBANKING,FAILED,2026-08-22 23:34:44,Pune
T0025657,C01960,P007,Jeans,Fashion,3,1577,4731,NETBANKING,SUCCESS,2026-08-22 07:03:55,Bangalore
T0025658,C00905,P003,Headphones,Electronics,1,2602,2602,UPI,SUCCESS,2026-08-22 00:21:53,Chennai
T0025659,C03503,P014,Flour,Grocery,4,612,2448,UPI,SUCCESS,2026-08-22 03:38:58,Chennai
T0025660,C00593,P019,Bedsheet,Home,2,1603,3206,UPI,PENDING,2026-08-22 13:59:17,Kolkata
T0025661,C02824,P009,T-Shirt,Fashion,2,1071,2142,NETBANKING,FAILED,2026-08-22 05:32:00,Chennai
T0025662,C01074,P015,Tea,Grocery,4,495,1980,COD,SUCCESS,2026-08-22 23:42:19,Kolkata
T0025663,C02987,P008,Jacket,Fashion,1,3806,3806,COD,PENDING,2026-08-22 22:40:29,Mumbai
T0025664,C01942,P010,Backpack,Fashion,3,1618,4854,UPI,SUCCESS,2026-08-22 11:03:24,Mumbai
T0025665,C01165,P011,Rice Bag,Grocery,3,1422,4266,NETBANKING,SUCCESS,2026-08-22 22:40:45,Noida
T0025666,C04984,P005,Smartwatch,Electronics,3,5620,16860,CARD,SUCCESS,2026-08-22 22:26:37,Jaipur
T0025667,C01466,P008,Jacket,Fashion,4,2949,11796,WALLET,SUCCESS,2026-08-22 23:53:16,Hyderabad
T0025668,C03059,P009,T-Shirt,Fashion,5,925,4625,NETBANKING,SUCCESS,2026-08-22 15:07:34,Kolkata
T0025669,C01807,P017,Table,Home,2,7274,14548,COD,SUCCESS,2026-08-22 10:42:46,Noida
T0025670,C02317,P003,Headphones,Electronics,2,2734,5468,WALLET,SUCCESS,2026-08-22 07:50:58,Noida
T0025671,C04549,P024,Dumbbells,Sports,2,5042,10084,CARD,SUCCESS,2026-08-22 12:16:48,Chennai
T0025672,C01326,P025,Running Shoes,Sports,5,3075,15375,CARD,SUCCESS,2026-08-22 22:46:42,Jaipur
T0025673,C00220,P008,Jacket,Fashion,3,3589,10767,NETBANKING,SUCCESS,2026-08-22 11:21:47,Delhi
T0025674,C01388,P025,Running Shoes,Sports,2,4062,8124,WALLET,FAILED,2026-08-22 17:22:17,Mumbai
T0025675,C02407,P004,Television,Electronics,1,37816,37816,CARD,SUCCESS,2026-08-22 04:41:10,Jaipur
T0025676,C03271,P002,Mobile,Electronics,2,24969,49938,WALLET,SUCCESS,2026-08-22 05:05:06,Hyderabad
T0025677,C03980,P005,Smartwatch,Electronics,1,7412,7412,NETBANKING,SUCCESS,2026-08-22 09:38:17,Pune
T0025678,C02089,P009,T-Shirt,Fashion,5,767,3835,COD,SUCCESS,2026-08-22 18:31:52,Delhi
T0025679,C03773,P019,Bedsheet,Home,5,1791,8955,UPI,SUCCESS,2026-08-22 01:36:36,Bangalore
T0025680,C00149,P002,Mobile,Electronics,2,24689,49378,WALLET,SUCCESS,2026-08-22 02:51:53,Kolkata
T0025681,C02213,P025,Running Shoes,Sports,3,3119,9357,WALLET,SUCCESS,2026-08-22 03:22:45,Mumbai
T0025682,C00477,P020,Cookware,Home,3,3082,9246,COD,SUCCESS,2026-08-22 10:21:14,Bangalore
T0025683,C04465,P025,Running Shoes,Sports,5,4144,20720,UPI,SUCCESS,2026-08-22 00:42:55,Delhi
T0025684,C01304,P020,Cookware,Home,3,2497,7491,COD,SUCCESS,2026-08-22 09:47:55,Noida
T0025685,C01054,P020,Cookware,Home,3,3357,10071,UPI,SUCCESS,2026-08-22 19:29:38,Chennai
T0025686,C01469,P017,Table,Home,1,6841,6841,CARD,SUCCESS,2026-08-22 20:27:45,Jaipur
T0025687,C02317,P020,Cookware,Home,1,3058,3058,COD,SUCCESS,2026-08-22 07:47:56,Kolkata
T0025688,C02318,P018,Lamp,Home,4,1213,4852,NETBANKING,FAILED,2026-08-22 03:50:29,Noida
T0025689,C01019,P009,T-Shirt,Fashion,4,890,3560,COD,PENDING,2026-08-22 22:48:59,Pune
T0025690,C03352,P019,Bedsheet,Home,2,1513,3026,COD,SUCCESS,2026-08-22 23:43:00,Mumbai
T0025691,C04200,P023,Yoga Mat,Sports,5,765,3825,UPI,SUCCESS,2026-08-22 23:07:47,Mumbai
T0025692,C04184,P025,Running Shoes,Sports,5,3672,18360,COD,PENDING,2026-08-22 11:06:34,Noida
T0025693,C03908,P006,Shoes,Fashion,1,2994,2994,CARD,SUCCESS,2026-08-22 18:02:25,Chennai
T0025694,C02058,P003,Headphones,Electronics,2,2818,5636,UPI,PENDING,2026-08-22 22:40:55,Pune
T0025695,C04801,P003,Headphones,Electronics,3,2253,6759,UPI,SUCCESS,2026-08-22 19:56:20,Hyderabad
T0025696,C03039,P023,Yoga Mat,Sports,4,794,3176,NETBANKING,SUCCESS,2026-08-22 22:09:49,Chennai
T0025697,C03185,P010,Backpack,Fashion,1,1347,1347,UPI,SUCCESS,2026-08-22 09:49:27,Bangalore
T0025698,C03958,P008,Jacket,Fashion,3,3040,9120,NETBANKING,SUCCESS,2026-08-22 15:14:23,Ahmedabad
T0025699,C00104,P002,Mobile,Electronics,1,24805,24805,NETBANKING,SUCCESS,2026-08-22 01:03:20,Bangalore
T0025700,C00952,P017,Table,Home,1,8399,8399,COD,FAILED,2026-08-22 07:07:15,Kolkata
T0025701,C04610,P022,Football,Sports,5,1459,7295,UPI,FAILED,2026-08-22 11:24:18,Delhi
T0025702,C01014,P019,Bedsheet,Home,2,1528,3056,NETBANKING,SUCCESS,2026-08-22 11:56:37,Kolkata
T0025703,C04313,P010,Backpack,Fashion,1,1490,1490,WALLET,FAILED,2026-08-22 02:18:08,Noida
T0025704,C02251,P024,Dumbbells,Sports,3,4133,12399,CARD,SUCCESS,2026-08-22 22:55:59,Hyderabad
T0025705,C00640,P014,Flour,Grocery,1,579,579,COD,PENDING,2026-08-22 14:38:45,Mumbai
T0025706,C04492,P017,Table,Home,3,6772,20316,COD,SUCCESS,2026-08-22 06:38:54,Bangalore
T0025707,C03767,P009,T-Shirt,Fashion,4,886,3544,CARD,SUCCESS,2026-08-22 13:42:52,Delhi
T0025708,C02724,P023,Yoga Mat,Sports,3,940,2820,COD,SUCCESS,2026-08-22 18:19:03,Hyderabad
T0025709,C03995,P015,Tea,Grocery,5,417,2085,UPI,SUCCESS,2026-08-22 07:57:25,Kolkata
T0025710,C00130,P013,Dry Fruits,Grocery,4,1553,6212,WALLET,FAILED,2026-08-22 04:11:13,Ahmedabad
T0025711,C00913,P009,T-Shirt,Fashion,5,952,4760,COD,SUCCESS,2026-08-22 22:14:32,Hyderabad
T0025712,C03611,P022,Football,Sports,3,1632,4896,COD,SUCCESS,2026-08-22 07:53:37,Pune
T0025713,C01028,P020,Cookware,Home,1,2483,2483,NETBANKING,SUCCESS,2026-08-22 06:26:37,Hyderabad
T0025714,C04635,P013,Dry Fruits,Grocery,5,1432,7160,UPI,PENDING,2026-08-22 03:45:24,Kolkata
T0025715,C03780,P005,Smartwatch,Electronics,4,5671,22684,COD,SUCCESS,2026-08-22 02:14:51,Noida
T0025716,C02670,P008,Jacket,Fashion,5,2814,14070,UPI,SUCCESS,2026-08-22 14:49:40,Delhi
T0025717,C03389,P008,Jacket,Fashion,1,2789,2789,COD,SUCCESS,2026-08-22 05:26:53,Kolkata
T0025718,C01127,P019,Bedsheet,Home,5,1500,7500,CARD,SUCCESS,2026-08-22 13:34:53,Kolkata
T0025719,C00028,P002,Mobile,Electronics,5,24287,121435,NETBANKING,SUCCESS,2026-08-22 10:03:25,Delhi
T0025720,C03107,P019,Bedsheet,Home,3,1906,5718,NETBANKING,PENDING,2026-08-22 12:28:54,Pune
T0025721,C02748,P023,Yoga Mat,Sports,5,915,4575,WALLET,SUCCESS,2026-08-22 21:46:56,Jaipur
T0025722,C00996,P011,Rice Bag,Grocery,1,1188,1188,WALLET,FAILED,2026-08-22 20:36:54,Noida
T0025723,C03450,P016,Chair,Home,3,3868,11604,NETBANKING,SUCCESS,2026-08-22 15:29:52,Delhi
T0025724,C04732,P024,Dumbbells,Sports,4,5228,20912,CARD,SUCCESS,2026-08-22 04:17:23,Jaipur
T0025725,C02681,P004,Television,Electronics,5,32481,162405,UPI,SUCCESS,2026-08-22 13:47:39,Jaipur
T0025726,C04168,P008,Jacket,Fashion,1,2955,2955,UPI,SUCCESS,2026-08-22 12:19:02,Noida
T0025727,C00793,P007,Jeans,Fashion,3,1664,4992,COD,SUCCESS,2026-08-22 21:29:42,Jaipur
T0025728,C02451,P010,Backpack,Fashion,3,1717,5151,COD,SUCCESS,2026-08-22 06:56:09,Pune
T0025729,C04379,P003,Headphones,Electronics,4,2274,9096,NETBANKING,SUCCESS,2026-08-22 17:31:16,Bangalore
T0025730,C03215,P022,Football,Sports,1,1670,1670,UPI,SUCCESS,2026-08-22 06:16:08,Pune
T0025731,C01956,P020,Cookware,Home,1,2970,2970,COD,SUCCESS,2026-08-22 04:05:32,Delhi
T0025732,C02722,P016,Chair,Home,2,3698,7396,WALLET,SUCCESS,2026-08-22 21:04:45,Pune
T0025733,C01518,P018,Lamp,Home,4,1378,5512,UPI,SUCCESS,2026-08-22 01:11:57,Bangalore
T0025734,C01692,P011,Rice Bag,Grocery,1,1339,1339,CARD,FAILED,2026-08-22 21:24:14,Pune
T0025735,C03461,P020,Cookware,Home,4,3086,12344,CARD,SUCCESS,2026-08-22 11:04:28,Kolkata
T0025736,C02110,P013,Dry Fruits,Grocery,1,1632,1632,WALLET,PENDING,2026-08-22 12:03:39,Noida
T0025737,C03315,P009,T-Shirt,Fashion,3,788,2364,CARD,SUCCESS,2026-08-22 08:05:56,Jaipur
T0025738,C02594,P025,Running Shoes,Sports,1,3064,3064,CARD,SUCCESS,2026-08-22 18:50:42,Mumbai
T0025739,C02132,P008,Jacket,Fashion,1,3325,3325,CARD,SUCCESS,2026-08-22 14:39:30,Noida
T0025740,C03495,P005,Smartwatch,Electronics,3,7175,21525,UPI,SUCCESS,2026-08-22 21:14:07,Delhi
T0025741,C01998,P015,Tea,Grocery,5,418,2090,UPI,SUCCESS,2026-08-22 22:19:13,Hyderabad
T0025742,C04237,P024,Dumbbells,Sports,5,4696,23480,COD,SUCCESS,2026-08-22 21:36:47,Noida
T0025743,C04711,P010,Backpack,Fashion,2,1294,2588,NETBANKING,SUCCESS,2026-08-22 10:52:50,Bangalore
T0025744,C03014,P021,Cricket Bat,Sports,2,4721,9442,WALLET,SUCCESS,2026-08-22 16:20:02,Chennai
T0025745,C04935,P013,Dry Fruits,Grocery,5,1328,6640,WALLET,SUCCESS,2026-08-22 11:37:54,Delhi
T0025746,C03250,P016,Chair,Home,1,3703,3703,NETBANKING,FAILED,2026-08-22 12:16:53,Bangalore
T0025747,C02454,P006,Shoes,Fashion,5,2659,13295,CARD,SUCCESS,2026-08-22 05:56:12,Jaipur
T0025748,C01593,P012,Cooking Oil,Grocery,3,854,2562,UPI,SUCCESS,2026-08-22 11:05:53,Delhi
T0025749,C03379,P013,Dry Fruits,Grocery,3,1310,3930,COD,SUCCESS,2026-08-22 21:37:12,Bangalore
T0025750,C00747,P002,Mobile,Electronics,5,20662,103310,NETBANKING,SUCCESS,2026-08-22 22:02:30,Bangalore
T0025751,C02209,P023,Yoga Mat,Sports,5,964,4820,COD,FAILED,2026-08-22 14:57:44,Noida
T0025752,C03224,P004,Television,Electronics,3,28930,86790,NETBANKING,SUCCESS,2026-08-22 15:31:13,Kolkata
T0025753,C00494,P019,Bedsheet,Home,5,1556,7780,UPI,SUCCESS,2026-08-22 15:58:28,Noida
T0025754,C04635,P007,Jeans,Fashion,4,1810,7240,CARD,SUCCESS,2026-08-22 20:45:15,Hyderabad
T0025755,C02078,P020,Cookware,Home,4,2418,9672,CARD,SUCCESS,2026-08-22 22:59:10,Pune
T0025756,C04713,P017,Table,Home,5,7916,39580,UPI,SUCCESS,2026-08-22 19:10:50,Ahmedabad
T0025757,C01379,P016,Chair,Home,2,2979,5958,UPI,SUCCESS,2026-08-22 23:45:25,Bangalore
T0025758,C04620,P024,Dumbbells,Sports,4,4380,17520,WALLET,SUCCESS,2026-08-22 10:09:27,Noida
T0025759,C00467,P003,Headphones,Electronics,5,2328,11640,CARD,SUCCESS,2026-08-22 17:28:25,Jaipur
T0025760,C01710,P020,Cookware,Home,5,2645,13225,CARD,SUCCESS,2026-08-22 15:25:44,Kolkata
T0025761,C04064,P019,Bedsheet,Home,4,1865,7460,CARD,SUCCESS,2026-08-22 13:53:23,Pune
T0025762,C02764,P007,Jeans,Fashion,5,1695,8475,COD,SUCCESS,2026-08-22 04:00:25,Kolkata
T0025763,C02391,P003,Headphones,Electronics,5,2839,14195,UPI,SUCCESS,2026-08-22 06:02:14,Delhi
T0025764,C03482,P003,Headphones,Electronics,2,2506,5012,UPI,PENDING,2026-08-22 08:13:46,Noida
T0025765,C01687,P019,Bedsheet,Home,5,1836,9180,NETBANKING,SUCCESS,2026-08-22 02:03:25,Kolkata
T0025766,C00724,P007,Jeans,Fashion,2,1870,3740,WALLET,SUCCESS,2026-08-22 15:31:52,Pune
T0025767,C01850,P022,Football,Sports,2,1687,3374,NETBANKING,SUCCESS,2026-08-22 13:43:57,Pune
T0025768,C04278,P016,Chair,Home,3,3511,10533,UPI,SUCCESS,2026-08-22 00:06:45,Ahmedabad
T0025769,C03267,P016,Chair,Home,4,3840,15360,UPI,SUCCESS,2026-08-22 22:35:27,Pune
T0025770,C02282,P022,Football,Sports,2,1780,3560,WALLET,FAILED,2026-08-22 17:21:49,Pune
T0025771,C04376,P009,T-Shirt,Fashion,5,821,4105,CARD,SUCCESS,2026-08-22 21:04:21,Ahmedabad
T0025772,C04343,P025,Running Shoes,Sports,1,3192,3192,WALLET,SUCCESS,2026-08-22 13:13:26,Pune
T0025773,C02385,P015,Tea,Grocery,2,513,1026,CARD,SUCCESS,2026-08-22 19:03:49,Noida
T0025774,C03764,P014,Flour,Grocery,1,624,624,COD,SUCCESS,2026-08-22 22:36:24,Chennai
T0025775,C03164,P010,Backpack,Fashion,2,1702,3404,NETBANKING,SUCCESS,2026-08-22 17:27:55,Bangalore
T0025776,C00062,P025,Running Shoes,Sports,1,4156,4156,COD,SUCCESS,2026-08-22 03:36:05,Pune
T0025777,C03027,P023,Yoga Mat,Sports,4,859,3436,CARD,SUCCESS,2026-08-22 03:01:29,Hyderabad
T0025778,C00662,P002,Mobile,Electronics,3,22535,67605,NETBANKING,SUCCESS,2026-08-22 16:24:48,Mumbai
T0025779,C04025,P022,Football,Sports,5,1457,7285,CARD,SUCCESS,2026-08-22 15:40:46,Bangalore
T0025780,C02557,P020,Cookware,Home,2,2483,4966,NETBANKING,SUCCESS,2026-08-22 07:30:44,Mumbai
T0025781,C02739,P024,Dumbbells,Sports,3,5365,16095,COD,SUCCESS,2026-08-22 04:35:05,Pune
T0025782,C00298,P017,Table,Home,5,6086,30430,WALLET,PENDING,2026-08-22 07:18:01,Jaipur
T0025783,C01536,P024,Dumbbells,Sports,5,5159,25795,UPI,SUCCESS,2026-08-22 15:44:51,Noida
T0025784,C03987,P012,Cooking Oil,Grocery,1,764,764,CARD,SUCCESS,2026-08-22 10:12:22,Ahmedabad
T0025785,C02276,P024,Dumbbells,Sports,2,4790,9580,CARD,SUCCESS,2026-08-22 07:29:29,Mumbai
T0025786,C02938,P006,Shoes,Fashion,3,2232,6696,NETBANKING,SUCCESS,2026-08-22 15:56:58,Kolkata
T0025787,C02701,P017,Table,Home,1,7561,7561,NETBANKING,SUCCESS,2026-08-22 09:26:57,Mumbai
T0025788,C04646,P018,Lamp,Home,4,1207,4828,UPI,SUCCESS,2026-08-22 16:45:34,Noida
T0025789,C00527,P018,Lamp,Home,3,1084,3252,UPI,PENDING,2026-08-22 08:53:02,Ahmedabad
T0025790,C04414,P013,Dry Fruits,Grocery,3,1630,4890,CARD,SUCCESS,2026-08-22 22:01:30,Mumbai
T0025791,C00163,P006,Shoes,Fashion,1,2767,2767,COD,SUCCESS,2026-08-22 17:15:16,Chennai
T0025792,C02054,P016,Chair,Home,2,3170,6340,CARD,SUCCESS,2026-08-22 15:25:24,Chennai
T0025793,C00999,P024,Dumbbells,Sports,3,4833,14499,COD,SUCCESS,2026-08-22 22:06:11,Kolkata
T0025794,C03295,P016,Chair,Home,2,4119,8238,WALLET,PENDING,2026-08-22 04:53:24,Bangalore
T0025795,C02576,P025,Running Shoes,Sports,3,3042,9126,COD,SUCCESS,2026-08-22 03:19:42,Jaipur
T0025796,C02062,P014,Flour,Grocery,5,695,3475,COD,SUCCESS,2026-08-22 10:55:42,Ahmedabad
T0025797,C04224,P010,Backpack,Fashion,2,1380,2760,UPI,SUCCESS,2026-08-22 00:29:49,Chennai
T0025798,C03931,P004,Television,Electronics,2,29070,58140,UPI,SUCCESS,2026-08-22 10:41:32,Pune
T0025799,C02487,P025,Running Shoes,Sports,1,3886,3886,NETBANKING,SUCCESS,2026-08-22 17:02:04,Jaipur
T0025800,C01623,P022,Football,Sports,4,1647,6588,NETBANKING,FAILED,2026-08-22 17:41:26,Jaipur
T0025801,C01990,P019,Bedsheet,Home,4,1459,5836,WALLET,SUCCESS,2026-08-22 06:13:10,Delhi
T0025802,C03137,P006,Shoes,Fashion,3,2824,8472,COD,SUCCESS,2026-08-22 22:09:45,Pune
T0025803,C04404,P003,Headphones,Electronics,2,2339,4678,NETBANKING,SUCCESS,2026-08-22 00:51:10,Delhi
T0025804,C03068,P019,Bedsheet,Home,2,1441,2882,UPI,SUCCESS,2026-08-22 08:50:47,Mumbai
T0025805,C04148,P010,Backpack,Fashion,1,1326,1326,WALLET,FAILED,2026-08-22 03:27:03,Hyderabad
T0025806,C03859,P005,Smartwatch,Electronics,5,7522,37610,NETBANKING,SUCCESS,2026-08-22 15:42:08,Noida
T0025807,C03173,P022,Football,Sports,4,1357,5428,WALLET,SUCCESS,2026-08-22 17:44:38,Delhi
T0025808,C03091,P015,Tea,Grocery,5,475,2375,CARD,SUCCESS,2026-08-22 03:26:37,Delhi
T0025809,C03386,P020,Cookware,Home,5,2441,12205,CARD,SUCCESS,2026-08-22 07:47:00,Mumbai
T0025810,C00775,P001,Laptop,Electronics,3,52294,156882,NETBANKING,SUCCESS,2026-08-22 03:30:32,Ahmedabad
T0025811,C02858,P011,Rice Bag,Grocery,2,1375,2750,UPI,SUCCESS,2026-08-22 03:34:21,Noida
T0025812,C03087,P022,Football,Sports,3,1602,4806,NETBANKING,SUCCESS,2026-08-22 01:22:36,Delhi
T0025813,C04164,P008,Jacket,Fashion,2,3126,6252,CARD,SUCCESS,2026-08-22 03:24:11,Kolkata
T0025814,C02909,P021,Cricket Bat,Sports,3,3503,10509,COD,SUCCESS,2026-08-22 05:48:18,Ahmedabad
T0025815,C04368,P023,Yoga Mat,Sports,4,801,3204,CARD,SUCCESS,2026-08-22 08:22:19,Pune
T0025816,C01432,P020,Cookware,Home,2,2734,5468,CARD,SUCCESS,2026-08-22 16:09:59,Mumbai
T0025817,C04838,P022,Football,Sports,2,1603,3206,CARD,SUCCESS,2026-08-22 18:14:07,Bangalore
T0025818,C03619,P007,Jeans,Fashion,5,1846,9230,UPI,SUCCESS,2026-08-22 12:48:19,Jaipur
T0025819,C00680,P017,Table,Home,2,7638,15276,WALLET,SUCCESS,2026-08-22 09:09:04,Chennai
T0025820,C04405,P003,Headphones,Electronics,5,2638,13190,COD,FAILED,2026-08-22 18:37:34,Ahmedabad
T0025821,C02661,P023,Yoga Mat,Sports,2,783,1566,UPI,SUCCESS,2026-08-22 03:57:43,Chennai
T0025822,C03972,P002,Mobile,Electronics,2,20375,40750,CARD,SUCCESS,2026-08-22 06:06:30,Bangalore
T0025823,C04024,P025,Running Shoes,Sports,3,3608,10824,CARD,SUCCESS,2026-08-22 17:47:07,Pune
T0025824,C02911,P020,Cookware,Home,5,2454,12270,NETBANKING,SUCCESS,2026-08-22 12:42:38,Mumbai
T0025825,C02782,P009,T-Shirt,Fashion,3,774,2322,UPI,PENDING,2026-08-22 23:55:27,Bangalore
T0025826,C02048,P009,T-Shirt,Fashion,2,1014,2028,CARD,SUCCESS,2026-08-22 20:32:09,Noida
T0025827,C00364,P018,Lamp,Home,2,1079,2158,NETBANKING,SUCCESS,2026-08-22 06:35:34,Mumbai
T0025828,C00238,P024,Dumbbells,Sports,1,4807,4807,UPI,SUCCESS,2026-08-22 04:05:48,Chennai
T0025829,C01555,P009,T-Shirt,Fashion,4,1011,4044,CARD,SUCCESS,2026-08-22 04:32:59,Bangalore
T0025830,C03919,P024,Dumbbells,Sports,3,4086,12258,UPI,SUCCESS,2026-08-22 02:13:33,Kolkata
T0025831,C02281,P009,T-Shirt,Fashion,5,981,4905,NETBANKING,SUCCESS,2026-08-22 16:37:12,Mumbai
T0025832,C03008,P011,Rice Bag,Grocery,2,1090,2180,UPI,PENDING,2026-08-22 03:18:10,Noida
T0025833,C02400,P015,Tea,Grocery,2,418,836,COD,SUCCESS,2026-08-22 04:40:13,Chennai
T0025834,C02515,P021,Cricket Bat,Sports,2,4681,9362,UPI,SUCCESS,2026-08-22 23:09:02,Jaipur
T0025835,C02163,P006,Shoes,Fashion,5,2368,11840,WALLET,SUCCESS,2026-08-22 22:16:17,Delhi
T0025836,C04180,P009,T-Shirt,Fashion,3,913,2739,NETBANKING,SUCCESS,2026-08-22 11:39:00,Jaipur
T0025837,C01213,P005,Smartwatch,Electronics,2,6151,12302,NETBANKING,SUCCESS,2026-08-22 23:44:47,Hyderabad
T0025838,C01365,P013,Dry Fruits,Grocery,1,1642,1642,CARD,SUCCESS,2026-08-22 21:49:01,Mumbai
T0025839,C02010,P017,Table,Home,1,8394,8394,CARD,SUCCESS,2026-08-22 20:33:32,Ahmedabad
T0025840,C01279,P006,Shoes,Fashion,2,2892,5784,WALLET,SUCCESS,2026-08-22 15:41:39,Hyderabad
T0025841,C04753,P019,Bedsheet,Home,3,1892,5676,NETBANKING,SUCCESS,2026-08-22 04:56:41,Kolkata
T0025842,C02239,P003,Headphones,Electronics,1,2910,2910,CARD,FAILED,2026-08-22 11:30:02,Hyderabad
T0025843,C04908,P009,T-Shirt,Fashion,5,892,4460,UPI,SUCCESS,2026-08-22 16:17:54,Delhi
T0025844,C02656,P010,Backpack,Fashion,1,1650,1650,UPI,SUCCESS,2026-08-22 06:20:40,Pune
T0025845,C04325,P015,Tea,Grocery,4,461,1844,UPI,FAILED,2026-08-22 16:49:00,Noida
T0025846,C01247,P001,Laptop,Electronics,2,49905,99810,UPI,SUCCESS,2026-08-22 01:07:51,Kolkata
T0025847,C03744,P015,Tea,Grocery,3,455,1365,COD,SUCCESS,2026-08-22 10:50:23,Hyderabad
T0025848,C02736,P001,Laptop,Electronics,3,40001,120003,COD,PENDING,2026-08-22 12:42:18,Mumbai
T0025849,C01765,P007,Jeans,Fashion,5,1952,9760,UPI,SUCCESS,2026-08-22 13:42:07,Jaipur
T0025850,C01341,P008,Jacket,Fashion,5,3123,15615,CARD,SUCCESS,2026-08-22 15:27:10,Ahmedabad
T0025851,C04143,P010,Backpack,Fashion,5,1538,7690,COD,FAILED,2026-08-22 06:43:42,Noida
T0025852,C00250,P012,Cooking Oil,Grocery,5,992,4960,CARD,FAILED,2026-08-22 05:54:31,Jaipur
T0025853,C01568,P003,Headphones,Electronics,4,2894,11576,CARD,SUCCESS,2026-08-22 22:39:51,Ahmedabad
T0025854,C02579,P018,Lamp,Home,3,1416,4248,WALLET,SUCCESS,2026-08-22 22:24:04,Pune
T0025855,C00616,P016,Chair,Home,2,3826,7652,WALLET,SUCCESS,2026-08-22 19:33:33,Kolkata
T0025856,C04628,P006,Shoes,Fashion,3,2518,7554,NETBANKING,SUCCESS,2026-08-22 20:17:50,Delhi
T0025857,C04301,P002,Mobile,Electronics,5,21014,105070,WALLET,SUCCESS,2026-08-22 08:41:37,Pune
T0025858,C04052,P014,Flour,Grocery,2,604,1208,COD,SUCCESS,2026-08-22 04:41:50,Delhi
T0025859,C02353,P020,Cookware,Home,2,2656,5312,WALLET,SUCCESS,2026-08-22 02:13:10,Bangalore
T0025860,C00201,P012,Cooking Oil,Grocery,4,740,2960,CARD,SUCCESS,2026-08-22 01:43:01,Kolkata
T0025861,C02133,P001,Laptop,Electronics,3,38510,115530,COD,SUCCESS,2026-08-22 18:58:33,Chennai
T0025862,C04869,P022,Football,Sports,3,1337,4011,COD,SUCCESS,2026-08-22 09:37:46,Delhi
T0025863,C00469,P022,Football,Sports,5,1426,7130,WALLET,SUCCESS,2026-08-22 06:19:37,Jaipur
T0025864,C03035,P017,Table,Home,2,7656,15312,NETBANKING,SUCCESS,2026-08-22 17:06:13,Chennai
T0025865,C01718,P025,Running Shoes,Sports,2,3702,7404,UPI,SUCCESS,2026-08-22 14:49:21,Kolkata
T0025866,C04650,P020,Cookware,Home,3,3139,9417,COD,SUCCESS,2026-08-22 02:23:50,Delhi
T0025867,C02356,P023,Yoga Mat,Sports,4,970,3880,WALLET,SUCCESS,2026-08-22 21:54:41,Bangalore
T0025868,C02393,P020,Cookware,Home,4,3021,12084,NETBANKING,SUCCESS,2026-08-22 07:37:39,Hyderabad
T0025869,C00005,P019,Bedsheet,Home,5,1532,7660,WALLET,SUCCESS,2026-08-22 16:15:43,Kolkata
T0025870,C02849,P002,Mobile,Electronics,5,19820,99100,NETBANKING,FAILED,2026-08-22 13:54:18,Delhi
T0025871,C01017,P007,Jeans,Fashion,1,1832,1832,CARD,SUCCESS,2026-08-22 12:59:18,Pune
T0025872,C03690,P002,Mobile,Electronics,2,21814,43628,CARD,SUCCESS,2026-08-22 23:38:47,Delhi
T0025873,C00484,P022,Football,Sports,5,1450,7250,WALLET,SUCCESS,2026-08-22 08:27:23,Ahmedabad
T0025874,C02656,P015,Tea,Grocery,3,465,1395,CARD,SUCCESS,2026-08-22 09:03:24,Jaipur
T0025875,C01824,P022,Football,Sports,2,1672,3344,CARD,SUCCESS,2026-08-22 22:46:12,Noida
T0025876,C01881,P014,Flour,Grocery,1,548,548,WALLET,SUCCESS,2026-08-22 16:11:35,Jaipur
T0025877,C00122,P002,Mobile,Electronics,4,21851,87404,COD,FAILED,2026-08-22 20:22:58,Noida
T0025878,C00704,P022,Football,Sports,1,1722,1722,WALLET,SUCCESS,2026-08-22 11:24:28,Jaipur
T0025879,C00708,P023,Yoga Mat,Sports,2,986,1972,COD,SUCCESS,2026-08-22 12:01:46,Mumbai
